,가수,곡명,가사,장르,발매일
90,블락비 바스타즈,품행제로,"As you know we own it
알아서들 손떼
절대 흉내 못내 끼 없는 연습 벌레
난 때깔 다르지
I gotta keep it one hunnit
저 여잔 화색이 돌아 Fallin’
죄다 기생오라비 촌티 나는 꼬라지
너희들 감 찾는 사이
얼씨구 풍년이 왔지
난 Low 한 게 아니야
마초처럼 완전 Raw 해
이 무대는 내 구역이야
구경이나 더해
쟤넨 진짜 멋이 뭔지 몰라
저기 형편없는 몸짓 좀 봐
stage 에선 예의 없게 노는 게 답
Break it up ready go
오늘 부로 품행제로 품행제로
Everybody say Yeah
멀쩡한 날이 없지
왔다리 갔다리 난 싸가지 바가지야
얄라리 얄라리야
오늘 부로 품행제로
왔다리 갔다리 난 싸가지 바가지야
얄라리 얄라리야
손들어 만세 해요 젊어서 노세요
알겠으면 Say ho A YO A YO
어렸을 때 나쁜 짓 많이 해봤니
대충 그런 간지
It’s time for some action
Hey brother 잘 봐둬 진짜 깔롱
다 엎어 사구 파토
회사는 우릴 타일러
따라 해 봤자 싸그리 아류
Understood Stupid dummy
진작에 종은 쳤고
게임은 끝이 났지
Halli Galli
쟤넨 진짜 멋이 뭔지 몰라
저기 형편없는 몸짓 좀 봐
stage 에선 예의 없게 노는 게 답
Break it up ready go
오늘 부로 품행제로 품행제로
Everybody say Yeah
멀쩡한 날이 없지
왔다리 갔다리 난 싸가지 바가지야
얄라리 얄라리야
오늘 부로 품행제로
왔다리 갔다리 난 싸가지 바가지야
얄라리 얄라리야
Come on in
환영해
사랑타령 안 할 사람만
This moment
항복해
손을 위로
Don’t be acting like a looser
Don’t be acting like a 뚱보
이제 그만 굼떠
Let’s 난폭운전
Rule 따위는 어겨
품행제로 품행제로
Everybody say Yeah
멀쩡한 날이 없지
왔다리 갔다리 난 싸가지 바가지야
얄라리 얄라리야
오늘 부로 품행제로
왔다리 갔다리 난 싸가지 바가지야
얄라리 얄라리야",댄스,2015.04.14
91,김범수,사랑의 시작은 고백에서부터,"사랑은 소리 없이 찾아와
내 가슴을 떨리게 만들죠
아무런 이유 없이 전화를 그냥
만져 보는 나를 보네요
두근거리는 맘을 달래고
그대에게 전화를 했지만
들을 수 없었던 그 목소리
오늘 따라 너무 그리워져요
나 오늘 너에게 고백할 거야
사랑한다고 세상에 말할 거야
나 비록 가진 건 하나 없지만
행복을 줄 거야
오직 너 하나면 충분해
사랑은 내게 상처 뿐이라
두 번 다신 하기 싫었는데
널 만난 그 순간 알게 됐어
바보처럼 겁이 많았다는 걸
나 오늘 너에게 고백할 거야
사랑한다고 세상에 말할 거야
나 비록 가진 건 하나 없지만
행복을 줄 거야
오직 너 하나면 충분해
저 밝은 별처럼 지켜줄 거야
어디에 있든 너를 비춰 줄 거야
내 가슴 한 쪽이 사라지는 날
그 때는 말할게
나를 받아 줘서 감사해
사랑하게 해 줘서 고마워","발라드, 국내드라마",2015.05.23
92,가인,Apple (Feat. 박재범),"하지 말라고 말하니까
하고 싶다 Yummy
갖지 말라고 말하니까 갖고 싶다
Hol' up mommy u needa relax
Go slow girl u movin' too fast
여기서 이러면 안돼
그러다가 큰일 나면 어째
잘못하면 우리 둘 다 벌 받아
한 입 할까 말까 우 참자
한 입만 어때
아무 일도 없을 거야 그치
혼나면 어때 너도 지금 원하잖아
Ooh Uh
Don't don't don't don't don't
Don't don't don't don't
Ooh Uh
Don't don't don't don't don't
Do do do do
그래 맞아 Girl Yeah 나도 원해
더 이상은 부정할 수는 없어
힘들어도 나는 계속 아닌 척 해
근데 거의 불가능해졌어
나도 정말 그러고 싶어 Girl
But I'm really thinking
that we shouldn't girl
Until it's just two of us
There won't be any reason to hide
좋은 데로 가자 단둘이만 있으면
그때는 내가 변신하니까
문을 잠그고 제대로 보여줄게 Girl
그때는 헐크처럼 힘을 쓸게 Girl
말할 땐 못된 내 입술이
Tasty Bite me Yummy
지금 나 어때 대답해 줘
Want me Love me
Ooh Uh
Don't don't don't don't don't
Don't don't don't don't
Ooh Uh
Don't don't don't don't don't
Do do do do
우린 손을 잡고
넘지 못할 선을 밟고 Boy
이리 저리 춤을 추고 있어
넌 이제 처음처럼
나를 보질 못하지
이젠 나랑 떨어질 수 없어
말할 땐 못된 내 입술이
Tasty Bite me Yummy
지금 나 어때 대답해 줘
Want me Love me
Ooh Uh
Don't don't don't don't don't
Don't don't don't don't
Ooh Uh
Don't don't don't don't don't
Do do do do",댄스,2015.03.12
93,"지코 (ZICO), 소진 (Sojin)",아프다,"나란 존재가 존재하긴 했어
혀끝까지 차오른 말을 삼켜내
너만 나쁜 년 만드는 구애인걸
알면서 나댄거니까 누굴 탓 안해
정말 답답해
상처는 오는데 상처는 못찾는게
일에 전념해도
가사의 대상이 너라는게
기억도 하루처럼 저무는 거라면
편히 잘테지만
다시 네 잔상을 떠안아
보고싶다는 그 말
하지 못해 삼킨다
오늘 많이 아프다
사랑했던 맘이 아리고 또 아프다
너도 나처럼 아플까
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도
사랑은 너라서
못 가 네 곁을 못 떠나
다들 푸념 말라고
그냥 추억하라고
I ‘ve got a know
그럴꺼면 사랑 무엇하려고 해
떠나간 사람은 간직할게 못돼
미안해 이별엔
지혜롭고 듬직하지 못해서
참 웃겨 가슴은
아직도 뛰기 바쁜데
뭐가 지친다고 나는 멈춰놨는지
감정의 출발선이
어디였는지 까마득해
방황 중에 마주쳐도
반가운 듯이 맞아줄래
Yeah
내 걱정은 하지마
나름 숨 쉬며 지내
한숨인게 문제지만
적정 시간이 지나
서로에게 맞지 않는
옷이 돼버릴까
그게 싫다 근데 어찌하겠어
다 내 몫이야
살면서 꼭 겪어야 할 것
실패와 성공처럼 꼭 경험할 것
누군가를 열렬히 사랑해볼 것
정신 못 차리고
죽도록 아파해볼 것
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도
사랑은 너라서
못 가 네 곁을 못 떠나
죽을 만큼 사랑했던 네가 이제
너무 미워 힘들어
네가 미워도 아파도
사랑은 너라서
못 가 네 곁을 못 떠나
그렇게 어렵게 데려오고
쉽게 떠나 보내
여전히 미련하게
미련으로 하루를 보내
남김없이 줬으니
후회는 남지 않아
남기던지 태우던지 내 흔적 말야
그렇게 어렵게 데려오고
쉽게 떠나 보내
여전히 미련하게
미련으로 하루를 보내
남김없이 줬으니
후회는 남지 않아
남기던지 태우던지 내 흔적 말야
보고싶다는 그 말
하지 못해 삼킨다
오늘 많이 아프다
사랑했던 맘이 아리고 또 아프다
너도 나처럼 아플까","발라드, 랩/힙합, 국내드라마",2015.06.10
94,"소유 (SOYOU), 브라더수",모르나봐,"내 곁에 니가 아닌
다른 사람이
항상 날 바라보는데
니 말투 니 모습 낯설지 않아
내가 기다린 사람
어쩌면 나
난 사랑을 몰라서
어떤 말도 못 했었나봐
항상 곁에 있었는데
늘 바라보고 있는데
너는 아직도 모르나봐
조금 더 다가가면 날 알아줄까
조금 더 기다려볼까
나 혼자 너 몰래 시작한 사랑
이제 같이 해볼까
어쩌면 나
난 너 밖에 몰라서
다른 사랑 할 수 없나봐
자꾸 내 맘이 이상해
늘 기다리고 있는데
너는 아직도 내 맘을 모르나봐
니가 없어 할 수 없었던 그 말
사랑이라는 그 말
너만 보면 하고 싶은 말
소중한 사람
모르나봐 너 밖에 모르나봐
사랑할 수 밖에 없나봐
나를 부르는 목소리
널 부르는 목소리
나를 바라는 니 눈빛
널 바라보는 눈빛
너도 나를 사랑하나봐
나 밖에 모르나봐","발라드, 국내드라마",2015.10.14
95,TWICE (트와이스),CHEER UP,"매일 울리는 벨벨벨
이젠 나를 배려 해줘
배터리 낭비하긴 싫어
자꾸만 봐 자꾸 자꾸만 와
전화가 펑 터질 것만 같아
몰라 몰라 숨도 못 쉰대
나 때문에 힘들어
쿵 심장이 떨어진대 왜
걔 말은 나 너무 예쁘대
자랑 하는건 아니구
아 아까는 못 받아서 미안해
친구를 만나느라 shy shy shy
만나긴 좀 그렇구 미안해
좀 이따 연락할게 later
조르지마 얼마 가지 않아
부르게 해줄게 Baby
아직은 좀 일러 내 맘 갖긴 일러
하지만 더 보여줄래
CHEER UP BABY CHEER UP BABY
좀 더 힘을 내
여자가 쉽게 맘을 주면 안돼
그래야 니가 날 더 좋아하게 될걸
태연하게 연기할래 아무렇지 않게
내가 널 좋아하는 맘 모르게
just get it together
and then baby CHEER UP
안절부절 목소리가
여기까지 들려
땀에 젖은 전화기가
여기서도 보여
바로 바로 대답하는 것도
매력 없어
메시지만 읽고
확인 안 하는 건 기본
어어어 너무 심했나 boy
이러다가 지칠까 봐
걱정되긴 하고
어어어 안 그러면 내가 더
빠질 것만 같어 빠질 것만 같어
아 답장을 못해줘서 미안해
친구를 만나느라 shy shy shy
만나긴 좀 그렇구 미안해
좀 이따 연락할게 later
조르지마 어디 가지 않아
되어줄게 너의 Baby
너무 빨린 싫어 성의를 더 보여
내가 널 기다려줄게
CHEER UP BABY CHEER UP BABY
좀 더 힘을 내
여자가 쉽게 맘을 주면 안돼
그래야 니가 날 더 좋아하게 될걸
태연하게 연기할래 아무렇지 않게
내가 널 좋아하는 맘 모르게
just get it together
and then baby CHEER UP
나도 니가 좋아 상처 입을까 봐
걱정되지만 여자니까 이해해주길
속 마음 들킬 까봐 겁이나
지금처럼 조금만 더 다가와
그리 오래 걸리진 않아
just get it together
and then baby CHEER UP
Be a man a real man
gotta see u love me like a real man
Be a man a real man
gotta see u love me like a real man
CHEER UP BABY CHEER UP BABY
좀 더 힘을 내
여자가 쉽게 맘을 주면 안돼
그래야 니가 날 더 좋아하게 될걸
태연하게 연기할래 아무렇지 않게
내가 널 좋아하는 맘 모르게
just get it together
and then baby CHEER UP",댄스,2016.04.25
96,여자친구 (GFRIEND),시간을 달려서 (Rough),"다가서지 못하고 헤매이고 있어
좋아하지만 다른 곳을 보고 있어
가까워 지려고 하면 할수록
멀어져 가는 우리 둘의 마음처럼
만나지 못해 맴돌고 있어
우린 마치 평행선처럼
말도 안돼 우린 반드시 만날 거야
기다릴게 언제까지나
미처 말하지 못했어
다만 너를 좋아했어
어린 날의 꿈처럼 마치 기적처럼
시간을 달려서
어른이 될 수만 있다면
거친 세상 속에서 손을 잡아줄게
다가서려 해봐도 엇갈리고 있어
좋아한단 말도 아직 못하고 있어
머뭇거리는 널 보고 있으면
우린 아직도 많이 어리긴 한가 봐
좁혀지지 않아 한 끗 차이
우린 마치 평행선처럼
언젠가는 못다한 말을 전할 거야
다가갈게 언제까지나
미처 말하지 못했어
다만 너를 좋아했어
어린 날의 꿈처럼 마치 기적처럼
시간을 달려서
어른이 될 수만 있다면
거친 세상 속에서 손을 잡아줄게
시간 속에 갇혀 길을 헤매여도
그렇지만 우린 결국 만날 거야
진심인 것만 알아줘 정말
서툴기만 한대도
미처 말하지 못했어
다만 너를 좋아했어
어린 날의 꿈처럼 마치 기적처럼
시간을 달려서
어른이 될 수만 있다면
거친 세상 속에서 너를 안아줄게
이거 하나만 약속해
변치 않기를 바랄게
그때도 지금처럼 날 향해 웃어줘
시간이 흘러서
어른이 될 수만 있다면
엇갈림 그 속에서 손을 잡아줄게",댄스,2016.01.25
97,엠씨더맥스 (M.C the MAX),어디에도,"차가워진 눈빛을 바라보며
이별의 말을 전해 들어요
아무 의미 없던 노래 가사가
아프게 귓가에 맴돌아요
다시 겨울이 시작되듯이
흩어지는 눈 사이로
그대 내 맘에 쌓여만 가네
떠나지 말라는
그런 말도 하지 못하고
고개를 떨구던 뒷모습만
그대 내게 오지 말아요
두 번 다시 이런 사랑 하지 마요
그댈 추억하기보단 기다리는 게
부서진 내 맘이 더 아파와
다시 누군가를 만나서
결국 우리 사랑 지워내도
행복했던 것만 기억에 남아
나를 천천히 잊어 주기를
아무것도 마음대로 안 돼요
아픔은 그저 나를 따라와
밤새도록 커져 버린 그리움
언제쯤 익숙해져 가나요
많은 날들이 떠오르네요
우리가 나눴던 날들
애써 감추고 돌아서네요
떠나지 말라는
그런 말도 하지 못하고
고개를 떨구던 뒷모습만
그대 내게 오지 말아요
두 번 다시 이런 사랑 하지 마요
그댈 추억하기보단 기다리는 게
부서진 내 맘이 더 아파와
다시 누군가를 만나서
결국 우리 사랑 지워내도
행복했던 것만 기억에 남아
나를 천천히 잊어 주기를
부를 수도 없이 멀어진 그대가
지나치는 바람에도 목이 메어와
어디에도 그대가 살아서
우린 사랑하면 안 돼요
다가갈수록 미워지니까
행복했던 것만 기억에 남아
나를 천천히 잊어 가기를
사랑했던",발라드,2016.01.28
98,어반자카파,널 사랑하지 않아,"무슨 말을 할까
어디서부터 어떻게
고개만 떨구는 나
그런 날 바라보는 너
그 어색한 침묵
널 사랑하지 않아
너도 알고 있겠지만
눈물 흘리는 너의 모습에도 내 마음
아프지가 않아
널 사랑하지 않아
다른 이유는 없어
미안하다는 말도
용서해 달란 말도
하고 싶지 않아
그냥 그게 전부야
이게 내 진심인 거야
널 사랑하지 않아
널 사랑하지 않아
널 사랑하지 않아
너도 알고 있겠지만
눈물 흘리는 너의 모습에도 내 마음
아프지가 않아
널 사랑하지 않아
다른 이유는 없어
미안하다는 말도
용서해 달란 말도
하고 싶지 않아
그냥 그게 전부야
이게 내 진심인 거야
널 사랑하지 않아
널 사랑하지 않아
널 사랑하지 않아
다른 이유는 없어
미안하다는 말도
용서해 달란 말도
하고 싶지 않아
그냥 그게 전부야
이게 내 진심인 거야
널 사랑하지 않아
널 사랑하지 않아",발라드,2016.05.27
99,다비치,이 사랑,"시간을 되돌리면
기억도 지워질까
해볼 수도 없는 말들을
내뱉는 걸 알아
널 힘들게 했고
눈물로 살게 했던
미안한 마음에 그런 거야
하지만 난 말야
너의 밖에선 살 수 없어
내겐 너 하나로
물든 시간만이 흘러갈 뿐이야
사랑해요 고마워요
따뜻하게 나를 안아줘
이 사랑 땜에 나는 살 수 있어
사랑은 그런가봐
무슨 말을 해봐도
채워지지 않은 것 같은
마음이 드나봐
내 욕심이라고
다시 생각을 해봐도
그 마음 쉽게 사라지지 않아
알잖아 난 말야
너의 밖에선 살 수 없어
내겐 너 하나로
물든 시간만이 흘러갈 뿐이야
사랑해요 고마워요
따뜻하게 나를 안아줘
이 사랑 땜에 나는 살 수 있어
돌아가도 다시 견딜 수 있을까
너무 힘들던 시간들
흔들리지 않은 너를 볼 때면
떨리는 내 입술이
두루루 두루루
알잖아 난 말야
너의 밖에선 살 수 없어
내겐 너 하나로
물든 시간만이 흘러갈 뿐이야
사랑해요 고마워요
따뜻하게 나를 안아줘
이 사랑 땜에 나는 살 수 있어
사랑 땜에 나는 살 수 있어","발라드, 국내드라마",2016.03.03
100,한동근,이 소설의 끝을 다시 써보려 해,"시계가 반대로 돌아가고 있어
TV속 영화가 되감아지고 있어
내렸던 빗물이 올라가고 있어
잊었던 기억이 돌아오고 있어
도로 위에 차들이
반대로 달리고
온 세상의 모든 게 다
거꾸로 움직여
지금 나는 계속 반대로
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을
다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해
그래야 말이 되니까
한 장씩 한 장씩 뒤로 넘겨 지며
아팠던 일기가 지워지고 있어
가루 낸 사진이 모여들고 있어
버렸던 미련이 돌아오고 있어
삼켰던 내 눈물이
다시 뱉어지고
뱉었던 그 모진 말은
다시 삼켜지고
지금 나는 계속 반대로
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해 그래야 말이 돼
여기야 우리가 이별한
그 슬픈 페이지
내 앞에서 니가 서서 울고 있어
너에게 묻고 싶어 너만 괜찮다면
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해
그래야 말이 되니까",발라드,2014.09.30
